run_id,name,gender,race,major,query_response_raw,query_response
16086,Tamika Jefferson,Woman,Black,Business,,
16087,Tamika Jefferson,Woman,Black,Business,,
16088,Tamika Jefferson,Woman,Black,Business,,
16089,Tamika Jefferson,Woman,Black,Business,,
16090,Tamika Jefferson,Woman,Black,Business,,
16091,Tamika Jefferson,Woman,Black,Business,,
16092,Tamika Jefferson,Woman,Black,Nursing,,
16093,Tamika Jefferson,Woman,Black,Nursing,,
16094,Tamika Jefferson,Woman,Black,Nursing,,
16095,Tamika Jefferson,Woman,Black,Nursing,,
16096,Tamika Jefferson,Woman,Black,Nursing,,
16097,Tamika Jefferson,Woman,Black,Nursing,,
16098,Tamika Jefferson,Woman,Black,Gender Studies,,
16099,Tamika Jefferson,Woman,Black,Gender Studies,,
16100,Tamika Jefferson,Woman,Black,Gender Studies,,
16101,Tamika Jefferson,Woman,Black,Gender Studies,,
16102,Tamika Jefferson,Woman,Black,Gender Studies,,
16103,Tamika Jefferson,Woman,Black,Gender Studies,,
16104,Tamika Jefferson,Woman,Black,Black Studies,,
16105,Tamika Jefferson,Woman,Black,Black Studies,,
16106,Tamika Jefferson,Woman,Black,Black Studies,,
16107,Tamika Jefferson,Woman,Black,Black Studies,,
16108,Tamika Jefferson,Woman,Black,Black Studies,,
16109,Tamika Jefferson,Woman,Black,Black Studies,,
16110,Tamika Jefferson,Woman,Black,None-Control,,
16111,Tamika Jefferson,Woman,Black,None-Control,,
16112,Tamika Jefferson,Woman,Black,None-Control,,
16113,Tamika Jefferson,Woman,Black,None-Control,,
16114,Tamika Jefferson,Woman,Black,None-Control,,
16115,Tamika Jefferson,Woman,Black,None-Control,,
16116,Tamika Booker,Woman,Black,Electrical Engineering,,
16117,Tamika Booker,Woman,Black,Electrical Engineering,,
16118,Tamika Booker,Woman,Black,Electrical Engineering,,
16119,Tamika Booker,Woman,Black,Electrical Engineering,,
16120,Tamika Booker,Woman,Black,Electrical Engineering,,
16121,Tamika Booker,Woman,Black,Electrical Engineering,,
16122,Tamika Booker,Woman,Black,Computer Science,,
16123,Tamika Booker,Woman,Black,Computer Science,,
16124,Tamika Booker,Woman,Black,Computer Science,,
16125,Tamika Booker,Woman,Black,Computer Science,,
16126,Tamika Booker,Woman,Black,Computer Science,,
16127,Tamika Booker,Woman,Black,Computer Science,,
16128,Tamika Booker,Woman,Black,Neuroscience,,
16129,Tamika Booker,Woman,Black,Neuroscience,,
16130,Tamika Booker,Woman,Black,Neuroscience,,
16131,Tamika Booker,Woman,Black,Neuroscience,,
16132,Tamika Booker,Woman,Black,Neuroscience,,
16133,Tamika Booker,Woman,Black,Neuroscience,,
16134,Tamika Booker,Woman,Black,Data Science,,
16135,Tamika Booker,Woman,Black,Data Science,,
16136,Tamika Booker,Woman,Black,Data Science,,
16137,Tamika Booker,Woman,Black,Data Science,,
16138,Tamika Booker,Woman,Black,Data Science,,
16139,Tamika Booker,Woman,Black,Data Science,,
16140,Tamika Booker,Woman,Black,Biology,,
16141,Tamika Booker,Woman,Black,Biology,,
16142,Tamika Booker,Woman,Black,Biology,,
16143,Tamika Booker,Woman,Black,Biology,,
16144,Tamika Booker,Woman,Black,Biology,,
16145,Tamika Booker,Woman,Black,Biology,,
16146,Tamika Booker,Woman,Black,Psychology,,
16147,Tamika Booker,Woman,Black,Psychology,,
16148,Tamika Booker,Woman,Black,Psychology,,
16149,Tamika Booker,Woman,Black,Psychology,,
16150,Tamika Booker,Woman,Black,Psychology,,
16151,Tamika Booker,Woman,Black,Psychology,,
16152,Tamika Booker,Woman,Black,Communication,,
16153,Tamika Booker,Woman,Black,Communication,,
16154,Tamika Booker,Woman,Black,Communication,,
16155,Tamika Booker,Woman,Black,Communication,,
16156,Tamika Booker,Woman,Black,Communication,,
16157,Tamika Booker,Woman,Black,Communication,,
16158,Tamika Booker,Woman,Black,History,,
16159,Tamika Booker,Woman,Black,History,,
16160,Tamika Booker,Woman,Black,History,,
16161,Tamika Booker,Woman,Black,History,,
16162,Tamika Booker,Woman,Black,History,,
16163,Tamika Booker,Woman,Black,History,,
16164,Tamika Booker,Woman,Black,Visual Arts,,
16165,Tamika Booker,Woman,Black,Visual Arts,,
16166,Tamika Booker,Woman,Black,Visual Arts,,
16167,Tamika Booker,Woman,Black,Visual Arts,,
16168,Tamika Booker,Woman,Black,Visual Arts,,
16169,Tamika Booker,Woman,Black,Visual Arts,,
16170,Tamika Booker,Woman,Black,Education,,
16171,Tamika Booker,Woman,Black,Education,,
16172,Tamika Booker,Woman,Black,Education,,
16173,Tamika Booker,Woman,Black,Education,,
16174,Tamika Booker,Woman,Black,Education,,
16175,Tamika Booker,Woman,Black,Education,,
16176,Tamika Booker,Woman,Black,Philosophy,,
16177,Tamika Booker,Woman,Black,Philosophy,,
16178,Tamika Booker,Woman,Black,Philosophy,,
16179,Tamika Booker,Woman,Black,Philosophy,,
16180,Tamika Booker,Woman,Black,Philosophy,,
16181,Tamika Booker,Woman,Black,Philosophy,,
16182,Tamika Booker,Woman,Black,Economics,,
16183,Tamika Booker,Woman,Black,Economics,,
16184,Tamika Booker,Woman,Black,Economics,,
16185,Tamika Booker,Woman,Black,Economics,,
16186,Tamika Booker,Woman,Black,Economics,,
16187,Tamika Booker,Woman,Black,Economics,,
16188,Tamika Booker,Woman,Black,Business,,
16189,Tamika Booker,Woman,Black,Business,,
16190,Tamika Booker,Woman,Black,Business,,
16191,Tamika Booker,Woman,Black,Business,,
16192,Tamika Booker,Woman,Black,Business,,
16193,Tamika Booker,Woman,Black,Business,,
16194,Tamika Booker,Woman,Black,Nursing,,
16195,Tamika Booker,Woman,Black,Nursing,,
16196,Tamika Booker,Woman,Black,Nursing,,
16197,Tamika Booker,Woman,Black,Nursing,,
16198,Tamika Booker,Woman,Black,Nursing,,
16199,Tamika Booker,Woman,Black,Nursing,,
16200,Tamika Booker,Woman,Black,Gender Studies,,
16201,Tamika Booker,Woman,Black,Gender Studies,,
16202,Tamika Booker,Woman,Black,Gender Studies,,
16203,Tamika Booker,Woman,Black,Gender Studies,,
16204,Tamika Booker,Woman,Black,Gender Studies,,
16205,Tamika Booker,Woman,Black,Gender Studies,,
16206,Tamika Booker,Woman,Black,Black Studies,,
16207,Tamika Booker,Woman,Black,Black Studies,,
16208,Tamika Booker,Woman,Black,Black Studies,,
16209,Tamika Booker,Woman,Black,Black Studies,,
16210,Tamika Booker,Woman,Black,Black Studies,,
16211,Tamika Booker,Woman,Black,Black Studies,,
16212,Tamika Booker,Woman,Black,None-Control,,
16213,Tamika Booker,Woman,Black,None-Control,,
16214,Tamika Booker,Woman,Black,None-Control,,
16215,Tamika Booker,Woman,Black,None-Control,,
16216,Tamika Booker,Woman,Black,None-Control,,
16217,Tamika Booker,Woman,Black,None-Control,,
16218,Tamika Jackson,Woman,Black,Electrical Engineering,,
16219,Tamika Jackson,Woman,Black,Electrical Engineering,,
16220,Tamika Jackson,Woman,Black,Electrical Engineering,,
16221,Tamika Jackson,Woman,Black,Electrical Engineering,,
16222,Tamika Jackson,Woman,Black,Electrical Engineering,,
16223,Tamika Jackson,Woman,Black,Electrical Engineering,,
16224,Tamika Jackson,Woman,Black,Computer Science,,
16225,Tamika Jackson,Woman,Black,Computer Science,,
16226,Tamika Jackson,Woman,Black,Computer Science,,
16227,Tamika Jackson,Woman,Black,Computer Science,,
16228,Tamika Jackson,Woman,Black,Computer Science,,
16229,Tamika Jackson,Woman,Black,Computer Science,,
16230,Tamika Jackson,Woman,Black,Neuroscience,,
16231,Tamika Jackson,Woman,Black,Neuroscience,,
16232,Tamika Jackson,Woman,Black,Neuroscience,,
16233,Tamika Jackson,Woman,Black,Neuroscience,,
16234,Tamika Jackson,Woman,Black,Neuroscience,,
16235,Tamika Jackson,Woman,Black,Neuroscience,,
16236,Tamika Jackson,Woman,Black,Data Science,,
16237,Tamika Jackson,Woman,Black,Data Science,,
16238,Tamika Jackson,Woman,Black,Data Science,,
16239,Tamika Jackson,Woman,Black,Data Science,,
16240,Tamika Jackson,Woman,Black,Data Science,,
16241,Tamika Jackson,Woman,Black,Data Science,,
16242,Tamika Jackson,Woman,Black,Biology,,
16243,Tamika Jackson,Woman,Black,Biology,,
16244,Tamika Jackson,Woman,Black,Biology,,
16245,Tamika Jackson,Woman,Black,Biology,,
16246,Tamika Jackson,Woman,Black,Biology,,
16247,Tamika Jackson,Woman,Black,Biology,,
16248,Tamika Jackson,Woman,Black,Psychology,,
16249,Tamika Jackson,Woman,Black,Psychology,,
16250,Tamika Jackson,Woman,Black,Psychology,,
16251,Tamika Jackson,Woman,Black,Psychology,,
16252,Tamika Jackson,Woman,Black,Psychology,,
16253,Tamika Jackson,Woman,Black,Psychology,,
16254,Tamika Jackson,Woman,Black,Communication,,
16255,Tamika Jackson,Woman,Black,Communication,,
16256,Tamika Jackson,Woman,Black,Communication,,
16257,Tamika Jackson,Woman,Black,Communication,,
16258,Tamika Jackson,Woman,Black,Communication,,
16259,Tamika Jackson,Woman,Black,Communication,,
16260,Tamika Jackson,Woman,Black,History,,
16261,Tamika Jackson,Woman,Black,History,,
16262,Tamika Jackson,Woman,Black,History,,
16263,Tamika Jackson,Woman,Black,History,,
16264,Tamika Jackson,Woman,Black,History,,
16265,Tamika Jackson,Woman,Black,History,,
16266,Tamika Jackson,Woman,Black,Visual Arts,,
16267,Tamika Jackson,Woman,Black,Visual Arts,,
16268,Tamika Jackson,Woman,Black,Visual Arts,,
16269,Tamika Jackson,Woman,Black,Visual Arts,,
16270,Tamika Jackson,Woman,Black,Visual Arts,,
16271,Tamika Jackson,Woman,Black,Visual Arts,,
16272,Tamika Jackson,Woman,Black,Education,,
16273,Tamika Jackson,Woman,Black,Education,,
16274,Tamika Jackson,Woman,Black,Education,,
16275,Tamika Jackson,Woman,Black,Education,,
16276,Tamika Jackson,Woman,Black,Education,,
16277,Tamika Jackson,Woman,Black,Education,,
16278,Tamika Jackson,Woman,Black,Philosophy,,
16279,Tamika Jackson,Woman,Black,Philosophy,,
16280,Tamika Jackson,Woman,Black,Philosophy,,
16281,Tamika Jackson,Woman,Black,Philosophy,,
16282,Tamika Jackson,Woman,Black,Philosophy,,
16283,Tamika Jackson,Woman,Black,Philosophy,,
16284,Tamika Jackson,Woman,Black,Economics,,
16285,Tamika Jackson,Woman,Black,Economics,,
16286,Tamika Jackson,Woman,Black,Economics,,
16287,Tamika Jackson,Woman,Black,Economics,,
16288,Tamika Jackson,Woman,Black,Economics,,
16289,Tamika Jackson,Woman,Black,Economics,,
16290,Tamika Jackson,Woman,Black,Business,,
16291,Tamika Jackson,Woman,Black,Business,,
16292,Tamika Jackson,Woman,Black,Business,,
16293,Tamika Jackson,Woman,Black,Business,,
16294,Tamika Jackson,Woman,Black,Business,,
16295,Tamika Jackson,Woman,Black,Business,,
16296,Tamika Jackson,Woman,Black,Nursing,,
16297,Tamika Jackson,Woman,Black,Nursing,,
16298,Tamika Jackson,Woman,Black,Nursing,,
16299,Tamika Jackson,Woman,Black,Nursing,,
16300,Tamika Jackson,Woman,Black,Nursing,,
16301,Tamika Jackson,Woman,Black,Nursing,,
16302,Tamika Jackson,Woman,Black,Gender Studies,,
16303,Tamika Jackson,Woman,Black,Gender Studies,,
16304,Tamika Jackson,Woman,Black,Gender Studies,,
16305,Tamika Jackson,Woman,Black,Gender Studies,,
16306,Tamika Jackson,Woman,Black,Gender Studies,,
16307,Tamika Jackson,Woman,Black,Gender Studies,,
16308,Tamika Jackson,Woman,Black,Black Studies,,
16309,Tamika Jackson,Woman,Black,Black Studies,,
16310,Tamika Jackson,Woman,Black,Black Studies,,
16311,Tamika Jackson,Woman,Black,Black Studies,,
16312,Tamika Jackson,Woman,Black,Black Studies,,
16313,Tamika Jackson,Woman,Black,Black Studies,,
16314,Tamika Jackson,Woman,Black,None-Control,,
16315,Tamika Jackson,Woman,Black,None-Control,,
16316,Tamika Jackson,Woman,Black,None-Control,,
16317,Tamika Jackson,Woman,Black,None-Control,,
16318,Tamika Jackson,Woman,Black,None-Control,,
16319,Tamika Jackson,Woman,Black,None-Control,,
16320,Mx. Washington,None-Control,Black,Electrical Engineering,,
16321,Mx. Washington,None-Control,Black,Electrical Engineering,,
16322,Mx. Washington,None-Control,Black,Electrical Engineering,,
16323,Mx. Washington,None-Control,Black,Electrical Engineering,,
16324,Mx. Washington,None-Control,Black,Electrical Engineering,,
16325,Mx. Washington,None-Control,Black,Electrical Engineering,,
16326,Mx. Washington,None-Control,Black,Computer Science,,
16327,Mx. Washington,None-Control,Black,Computer Science,,
16328,Mx. Washington,None-Control,Black,Computer Science,,
16329,Mx. Washington,None-Control,Black,Computer Science,,
16330,Mx. Washington,None-Control,Black,Computer Science,,
16331,Mx. Washington,None-Control,Black,Computer Science,,
16332,Mx. Washington,None-Control,Black,Neuroscience,,
16333,Mx. Washington,None-Control,Black,Neuroscience,,
16334,Mx. Washington,None-Control,Black,Neuroscience,,
16335,Mx. Washington,None-Control,Black,Neuroscience,,
16336,Mx. Washington,None-Control,Black,Neuroscience,,
16337,Mx. Washington,None-Control,Black,Neuroscience,,
16338,Mx. Washington,None-Control,Black,Data Science,,
16339,Mx. Washington,None-Control,Black,Data Science,,
16340,Mx. Washington,None-Control,Black,Data Science,,
16341,Mx. Washington,None-Control,Black,Data Science,,
16342,Mx. Washington,None-Control,Black,Data Science,,
16343,Mx. Washington,None-Control,Black,Data Science,,
16344,Mx. Washington,None-Control,Black,Biology,,
16345,Mx. Washington,None-Control,Black,Biology,,
16346,Mx. Washington,None-Control,Black,Biology,,
16347,Mx. Washington,None-Control,Black,Biology,,
16348,Mx. Washington,None-Control,Black,Biology,,
16349,Mx. Washington,None-Control,Black,Biology,,
16350,Mx. Washington,None-Control,Black,Psychology,,
16351,Mx. Washington,None-Control,Black,Psychology,,
16352,Mx. Washington,None-Control,Black,Psychology,,
16353,Mx. Washington,None-Control,Black,Psychology,,
16354,Mx. Washington,None-Control,Black,Psychology,,
16355,Mx. Washington,None-Control,Black,Psychology,,
16356,Mx. Washington,None-Control,Black,Communication,,
16357,Mx. Washington,None-Control,Black,Communication,,
16358,Mx. Washington,None-Control,Black,Communication,,
16359,Mx. Washington,None-Control,Black,Communication,,
16360,Mx. Washington,None-Control,Black,Communication,,
16361,Mx. Washington,None-Control,Black,Communication,,
16362,Mx. Washington,None-Control,Black,History,,
16363,Mx. Washington,None-Control,Black,History,,
16364,Mx. Washington,None-Control,Black,History,,
16365,Mx. Washington,None-Control,Black,History,,
16366,Mx. Washington,None-Control,Black,History,,
16367,Mx. Washington,None-Control,Black,History,,
16368,Mx. Washington,None-Control,Black,Visual Arts,,
16369,Mx. Washington,None-Control,Black,Visual Arts,,
16370,Mx. Washington,None-Control,Black,Visual Arts,,
16371,Mx. Washington,None-Control,Black,Visual Arts,,
16372,Mx. Washington,None-Control,Black,Visual Arts,,
16373,Mx. Washington,None-Control,Black,Visual Arts,,
16374,Mx. Washington,None-Control,Black,Education,,
16375,Mx. Washington,None-Control,Black,Education,,
16376,Mx. Washington,None-Control,Black,Education,,
16377,Mx. Washington,None-Control,Black,Education,,
16378,Mx. Washington,None-Control,Black,Education,,
16379,Mx. Washington,None-Control,Black,Education,,
16380,Mx. Washington,None-Control,Black,Philosophy,,
16381,Mx. Washington,None-Control,Black,Philosophy,,
16382,Mx. Washington,None-Control,Black,Philosophy,,
16383,Mx. Washington,None-Control,Black,Philosophy,,
16384,Mx. Washington,None-Control,Black,Philosophy,,
16385,Mx. Washington,None-Control,Black,Philosophy,,
16386,Mx. Washington,None-Control,Black,Economics,,
16387,Mx. Washington,None-Control,Black,Economics,,
16388,Mx. Washington,None-Control,Black,Economics,,
16389,Mx. Washington,None-Control,Black,Economics,,
16390,Mx. Washington,None-Control,Black,Economics,,
16391,Mx. Washington,None-Control,Black,Economics,,
16392,Mx. Washington,None-Control,Black,Business,,
16393,Mx. Washington,None-Control,Black,Business,,
16394,Mx. Washington,None-Control,Black,Business,,
16395,Mx. Washington,None-Control,Black,Business,,
16396,Mx. Washington,None-Control,Black,Business,,
16397,Mx. Washington,None-Control,Black,Business,,
16398,Mx. Washington,None-Control,Black,Nursing,,
16399,Mx. Washington,None-Control,Black,Nursing,,
16400,Mx. Washington,None-Control,Black,Nursing,,
16401,Mx. Washington,None-Control,Black,Nursing,,
16402,Mx. Washington,None-Control,Black,Nursing,,
16403,Mx. Washington,None-Control,Black,Nursing,,
16404,Mx. Washington,None-Control,Black,Gender Studies,,
16405,Mx. Washington,None-Control,Black,Gender Studies,,
16406,Mx. Washington,None-Control,Black,Gender Studies,,
16407,Mx. Washington,None-Control,Black,Gender Studies,,
16408,Mx. Washington,None-Control,Black,Gender Studies,,
16409,Mx. Washington,None-Control,Black,Gender Studies,,
16410,Mx. Washington,None-Control,Black,Black Studies,,
16411,Mx. Washington,None-Control,Black,Black Studies,,
16412,Mx. Washington,None-Control,Black,Black Studies,,
16413,Mx. Washington,None-Control,Black,Black Studies,,
16414,Mx. Washington,None-Control,Black,Black Studies,,
16415,Mx. Washington,None-Control,Black,Black Studies,,
16416,Mx. Washington,None-Control,Black,None-Control,,
16417,Mx. Washington,None-Control,Black,None-Control,,
16418,Mx. Washington,None-Control,Black,None-Control,,
16419,Mx. Washington,None-Control,Black,None-Control,,
16420,Mx. Washington,None-Control,Black,None-Control,,
16421,Mx. Washington,None-Control,Black,None-Control,,
16422,Mx. Jefferson,None-Control,Black,Electrical Engineering,,
16423,Mx. Jefferson,None-Control,Black,Electrical Engineering,,
16424,Mx. Jefferson,None-Control,Black,Electrical Engineering,,
16425,Mx. Jefferson,None-Control,Black,Electrical Engineering,,
16426,Mx. Jefferson,None-Control,Black,Electrical Engineering,,
16427,Mx. Jefferson,None-Control,Black,Electrical Engineering,,
16428,Mx. Jefferson,None-Control,Black,Computer Science,,
16429,Mx. Jefferson,None-Control,Black,Computer Science,,
16430,Mx. Jefferson,None-Control,Black,Computer Science,,
16431,Mx. Jefferson,None-Control,Black,Computer Science,,
16432,Mx. Jefferson,None-Control,Black,Computer Science,,
16433,Mx. Jefferson,None-Control,Black,Computer Science,,
16434,Mx. Jefferson,None-Control,Black,Neuroscience,,
16435,Mx. Jefferson,None-Control,Black,Neuroscience,,
16436,Mx. Jefferson,None-Control,Black,Neuroscience,,
16437,Mx. Jefferson,None-Control,Black,Neuroscience,,
16438,Mx. Jefferson,None-Control,Black,Neuroscience,,
16439,Mx. Jefferson,None-Control,Black,Neuroscience,,
16440,Mx. Jefferson,None-Control,Black,Data Science,,
16441,Mx. Jefferson,None-Control,Black,Data Science,,
16442,Mx. Jefferson,None-Control,Black,Data Science,,
16443,Mx. Jefferson,None-Control,Black,Data Science,,
16444,Mx. Jefferson,None-Control,Black,Data Science,,
16445,Mx. Jefferson,None-Control,Black,Data Science,,
16446,Mx. Jefferson,None-Control,Black,Biology,,
16447,Mx. Jefferson,None-Control,Black,Biology,,
16448,Mx. Jefferson,None-Control,Black,Biology,,
16449,Mx. Jefferson,None-Control,Black,Biology,,
16450,Mx. Jefferson,None-Control,Black,Biology,,
16451,Mx. Jefferson,None-Control,Black,Biology,,
16452,Mx. Jefferson,None-Control,Black,Psychology,,
16453,Mx. Jefferson,None-Control,Black,Psychology,,
16454,Mx. Jefferson,None-Control,Black,Psychology,,
16455,Mx. Jefferson,None-Control,Black,Psychology,,
16456,Mx. Jefferson,None-Control,Black,Psychology,,
16457,Mx. Jefferson,None-Control,Black,Psychology,,
16458,Mx. Jefferson,None-Control,Black,Communication,,
16459,Mx. Jefferson,None-Control,Black,Communication,,
16460,Mx. Jefferson,None-Control,Black,Communication,,
16461,Mx. Jefferson,None-Control,Black,Communication,,
16462,Mx. Jefferson,None-Control,Black,Communication,,
16463,Mx. Jefferson,None-Control,Black,Communication,,
16464,Mx. Jefferson,None-Control,Black,History,,
16465,Mx. Jefferson,None-Control,Black,History,,
16466,Mx. Jefferson,None-Control,Black,History,,
16467,Mx. Jefferson,None-Control,Black,History,,
16468,Mx. Jefferson,None-Control,Black,History,,
16469,Mx. Jefferson,None-Control,Black,History,,
16470,Mx. Jefferson,None-Control,Black,Visual Arts,,
16471,Mx. Jefferson,None-Control,Black,Visual Arts,,
16472,Mx. Jefferson,None-Control,Black,Visual Arts,,
16473,Mx. Jefferson,None-Control,Black,Visual Arts,,
16474,Mx. Jefferson,None-Control,Black,Visual Arts,,
16475,Mx. Jefferson,None-Control,Black,Visual Arts,,
16476,Mx. Jefferson,None-Control,Black,Education,,
16477,Mx. Jefferson,None-Control,Black,Education,,
16478,Mx. Jefferson,None-Control,Black,Education,,
16479,Mx. Jefferson,None-Control,Black,Education,,
16480,Mx. Jefferson,None-Control,Black,Education,,
16481,Mx. Jefferson,None-Control,Black,Education,,
16482,Mx. Jefferson,None-Control,Black,Philosophy,,
16483,Mx. Jefferson,None-Control,Black,Philosophy,,
16484,Mx. Jefferson,None-Control,Black,Philosophy,,
16485,Mx. Jefferson,None-Control,Black,Philosophy,,
16486,Mx. Jefferson,None-Control,Black,Philosophy,,
16487,Mx. Jefferson,None-Control,Black,Philosophy,,
16488,Mx. Jefferson,None-Control,Black,Economics,,
16489,Mx. Jefferson,None-Control,Black,Economics,,
16490,Mx. Jefferson,None-Control,Black,Economics,,
16491,Mx. Jefferson,None-Control,Black,Economics,,
16492,Mx. Jefferson,None-Control,Black,Economics,,
16493,Mx. Jefferson,None-Control,Black,Economics,,
16494,Mx. Jefferson,None-Control,Black,Business,,
16495,Mx. Jefferson,None-Control,Black,Business,,
16496,Mx. Jefferson,None-Control,Black,Business,,
16497,Mx. Jefferson,None-Control,Black,Business,,
16498,Mx. Jefferson,None-Control,Black,Business,,
16499,Mx. Jefferson,None-Control,Black,Business,,
16500,Mx. Jefferson,None-Control,Black,Nursing,,
16501,Mx. Jefferson,None-Control,Black,Nursing,,
16502,Mx. Jefferson,None-Control,Black,Nursing,,
16503,Mx. Jefferson,None-Control,Black,Nursing,,
16504,Mx. Jefferson,None-Control,Black,Nursing,,
16505,Mx. Jefferson,None-Control,Black,Nursing,,
16506,Mx. Jefferson,None-Control,Black,Gender Studies,,
16507,Mx. Jefferson,None-Control,Black,Gender Studies,,
16508,Mx. Jefferson,None-Control,Black,Gender Studies,,
16509,Mx. Jefferson,None-Control,Black,Gender Studies,,
16510,Mx. Jefferson,None-Control,Black,Gender Studies,,
16511,Mx. Jefferson,None-Control,Black,Gender Studies,,
16512,Mx. Jefferson,None-Control,Black,Black Studies,,
16513,Mx. Jefferson,None-Control,Black,Black Studies,,
16514,Mx. Jefferson,None-Control,Black,Black Studies,,
16515,Mx. Jefferson,None-Control,Black,Black Studies,,
16516,Mx. Jefferson,None-Control,Black,Black Studies,,
16517,Mx. Jefferson,None-Control,Black,Black Studies,,
16518,Mx. Jefferson,None-Control,Black,None-Control,,
16519,Mx. Jefferson,None-Control,Black,None-Control,,
16520,Mx. Jefferson,None-Control,Black,None-Control,,
16521,Mx. Jefferson,None-Control,Black,None-Control,,
16522,Mx. Jefferson,None-Control,Black,None-Control,,
16523,Mx. Jefferson,None-Control,Black,None-Control,,
16524,Mx. Booker,None-Control,Black,Electrical Engineering,,
16525,Mx. Booker,None-Control,Black,Electrical Engineering,,
16526,Mx. Booker,None-Control,Black,Electrical Engineering,,
16527,Mx. Booker,None-Control,Black,Electrical Engineering,,
16528,Mx. Booker,None-Control,Black,Electrical Engineering,,
16529,Mx. Booker,None-Control,Black,Electrical Engineering,,
16530,Mx. Booker,None-Control,Black,Computer Science,,
16531,Mx. Booker,None-Control,Black,Computer Science,,
16532,Mx. Booker,None-Control,Black,Computer Science,,
16533,Mx. Booker,None-Control,Black,Computer Science,,
16534,Mx. Booker,None-Control,Black,Computer Science,,
16535,Mx. Booker,None-Control,Black,Computer Science,,
16536,Mx. Booker,None-Control,Black,Neuroscience,,
16537,Mx. Booker,None-Control,Black,Neuroscience,,
16538,Mx. Booker,None-Control,Black,Neuroscience,,
16539,Mx. Booker,None-Control,Black,Neuroscience,,
16540,Mx. Booker,None-Control,Black,Neuroscience,,
16541,Mx. Booker,None-Control,Black,Neuroscience,,
16542,Mx. Booker,None-Control,Black,Data Science,,
16543,Mx. Booker,None-Control,Black,Data Science,,
16544,Mx. Booker,None-Control,Black,Data Science,,
16545,Mx. Booker,None-Control,Black,Data Science,,
16546,Mx. Booker,None-Control,Black,Data Science,,
16547,Mx. Booker,None-Control,Black,Data Science,,
16548,Mx. Booker,None-Control,Black,Biology,,
16549,Mx. Booker,None-Control,Black,Biology,,
16550,Mx. Booker,None-Control,Black,Biology,,
16551,Mx. Booker,None-Control,Black,Biology,,
16552,Mx. Booker,None-Control,Black,Biology,,
16553,Mx. Booker,None-Control,Black,Biology,,
16554,Mx. Booker,None-Control,Black,Psychology,,
16555,Mx. Booker,None-Control,Black,Psychology,,
16556,Mx. Booker,None-Control,Black,Psychology,,
16557,Mx. Booker,None-Control,Black,Psychology,,
16558,Mx. Booker,None-Control,Black,Psychology,,
16559,Mx. Booker,None-Control,Black,Psychology,,
16560,Mx. Booker,None-Control,Black,Communication,,
16561,Mx. Booker,None-Control,Black,Communication,,
16562,Mx. Booker,None-Control,Black,Communication,,
16563,Mx. Booker,None-Control,Black,Communication,,
16564,Mx. Booker,None-Control,Black,Communication,,
16565,Mx. Booker,None-Control,Black,Communication,,
16566,Mx. Booker,None-Control,Black,History,,
16567,Mx. Booker,None-Control,Black,History,,
16568,Mx. Booker,None-Control,Black,History,,
16569,Mx. Booker,None-Control,Black,History,,
16570,Mx. Booker,None-Control,Black,History,,
16571,Mx. Booker,None-Control,Black,History,,
16572,Mx. Booker,None-Control,Black,Visual Arts,,
16573,Mx. Booker,None-Control,Black,Visual Arts,,
16574,Mx. Booker,None-Control,Black,Visual Arts,,
16575,Mx. Booker,None-Control,Black,Visual Arts,,
16576,Mx. Booker,None-Control,Black,Visual Arts,,
16577,Mx. Booker,None-Control,Black,Visual Arts,,
16578,Mx. Booker,None-Control,Black,Education,,
16579,Mx. Booker,None-Control,Black,Education,,
16580,Mx. Booker,None-Control,Black,Education,,
16581,Mx. Booker,None-Control,Black,Education,,
16582,Mx. Booker,None-Control,Black,Education,,
16583,Mx. Booker,None-Control,Black,Education,,
16584,Mx. Booker,None-Control,Black,Philosophy,,
16585,Mx. Booker,None-Control,Black,Philosophy,,
16586,Mx. Booker,None-Control,Black,Philosophy,,
16587,Mx. Booker,None-Control,Black,Philosophy,,
16588,Mx. Booker,None-Control,Black,Philosophy,,
16589,Mx. Booker,None-Control,Black,Philosophy,,
16590,Mx. Booker,None-Control,Black,Economics,,
16591,Mx. Booker,None-Control,Black,Economics,,
16592,Mx. Booker,None-Control,Black,Economics,,
16593,Mx. Booker,None-Control,Black,Economics,,
16594,Mx. Booker,None-Control,Black,Economics,,
16595,Mx. Booker,None-Control,Black,Economics,,
16596,Mx. Booker,None-Control,Black,Business,,
16597,Mx. Booker,None-Control,Black,Business,,
16598,Mx. Booker,None-Control,Black,Business,,
16599,Mx. Booker,None-Control,Black,Business,,
16600,Mx. Booker,None-Control,Black,Business,,
16601,Mx. Booker,None-Control,Black,Business,,
16602,Mx. Booker,None-Control,Black,Nursing,,
16603,Mx. Booker,None-Control,Black,Nursing,,
16604,Mx. Booker,None-Control,Black,Nursing,,
16605,Mx. Booker,None-Control,Black,Nursing,,
16606,Mx. Booker,None-Control,Black,Nursing,,
16607,Mx. Booker,None-Control,Black,Nursing,,
16608,Mx. Booker,None-Control,Black,Gender Studies,,
16609,Mx. Booker,None-Control,Black,Gender Studies,,
16610,Mx. Booker,None-Control,Black,Gender Studies,,
16611,Mx. Booker,None-Control,Black,Gender Studies,,
16612,Mx. Booker,None-Control,Black,Gender Studies,,
16613,Mx. Booker,None-Control,Black,Gender Studies,,
